=======================================================
Ник                           ДКП     % нормы
PALIOS                      996,470        4.26
Samurai不屈01               961,560        2.94
Someone55                   904,000        3.04
不屈01IRAQY                 899,770        1.23
阴阳 Lucifer                792,570        6.19
OSMANLI不屈01               769,990        1.28
Mèovɴ不屈01                 735,610        1.23
Regent不屈01                482,230        0.61
OKメPollo                    460,920        1.22
不屈 janyF1                 351,470        1.47
RequieM Farm2               311,650        1.22
Sibil 不屈01                302,920        0.43
RequieM Farm1               294,860        1.11
阴阳 bamboune               273,600        0.64
RequieM Farm4               257,190        1.13
ᵂᵀ knıgħt                   235,980        0.49
阴阳Frenᵀʳ                  215,770        0.36
Èrebo Farm メ               199,800        0.74
诺CieLFarm ツ               128,170        0.77
阴阳chelangas               121,970        0.41
阴阳 Reggie                 119,750        0.30
阴阳 Overlord                69,320        0.16
阴阳9                        68,230        0.45
阴阳 Pedro                   67,970        0.19
阴阳                         55,320        0.99
阴阳1                        38,570        0.32
阴阳 Hamzawi                 30,770        0.14
kemal10                      29,660        0.10
Ninja Turtle 6               28,840        1.18
阴阳 MoqoyF4                 27,910        0.29
阴阳İsevinis                 23,140        0.10
阴阳 Reggie f                13,720        0.10
ˢᵈRagnarFarm                 11,530        0.07
Kaneki01FARM                7,760        0.05
Kaneki02FARM                3,200        0.04
Ninja Turtle 5              2,780        0.11
Ninja Turtle 4                230        0.01
Ninja Turtle 7                100        0.00
ˢᵈpowerless                     0        0.00
ᴳˢ Geniuszt                     0        0.00
gấu 不屈01                        0        0.00
RIP F 不屈01                      0        0.00
farmRaise                       0        0.00
阴阳 Dragon                       0        0.00
WanderF6                        0        0.00
ˢᵈ boneless                     0        0.00
Nox不屈01                         0        0.00
Kang Regge                      0        0.00
OSメYuki                         0        0.00
ˢᵈ Mít                          0        0.00
SirArnold                       0        0.00
Come Baby                       0        0.00
BANK3901                        0        0.00
ˢᴸJackаl                        0        0.00
ˢᵈ Flesh                        0        0.00
bumblebeef1                     0        0.00
Anderslee                       0        0.00
ᴳˢ NYAMANTU                     0        0.00
BornCrazy                       0        0.00
阴阳 Evelyn                       0        0.00
OKメ Old Guard                   0        0.00
阴阳LiveLaugh                     0        0.00
TheTokoloshe1                   0        0.00
alip wave                       0        0.00
阴阳 冯                            0        0.00
rbagus5                         0        0.00
Ливси                           0        0.00
ˢᵈGoopSlingr                    0        0.00
ᴿˢAlex                          0        0.00
Gojofarm7                       0        0.00
hiran11                         0        0.00
OSメDark                         0        0.00
OSメ Alucard                     0        0.00
Lord KAOS                       0        0.00
OKメ ZushiSan                    0        0.00
隣の女性                            0        0.00
ˢᵈ nhấthuy                      0        0.00
OKITNAYO amin                   0        0.00
Cigno75i                        0        0.00
OKメ tom789                      0        0.00
Nox farm  V                     0        0.00
ˢᵈНика                          0        0.00
OKメMAFIA                        0        0.00
Retrieverfarm4                  0        0.00
turtle69                        0        0.00
Yêu em hải                      0        0.00
bumblebeefaf2p                  0        0.00
OL Cellie                       0        0.00
TOKKÍ                           0        0.00
Nox farm  VI                    0        0.00
kvadro                          0        0.00
ᵒᵛCenturion                     0        0.00
1boyyy Farm                     0        0.00
OKメdatEsse18                    0        0.00
Richard 11                      0        0.00
FarmMiracle                     0        0.00
OKx 144k                        0        0.00
AlexM99                         0        0.00
OSメMäRiéLèé                     0        0.00
棋zzzz                           0        0.00
Grogon Farm                     0        0.00
OLメAave                         0        0.00
ÐravenF1                        0        0.00
PenPenn                         0        0.00
مالك احا                        0        0.00
阴阳MUHAMMAD                      0        0.00
БЕКА 2002                       0        0.00
Tourist8585                     0        0.00
OSメBauLuR                       0        0.00
Governador208823352             0        0.00
ᵒᵛ EBOX                         0        0.00
FarmRavelyn                     0        0.00
titiboune                       0        0.00
VOLK2390                        0        0.00
RequieM Farm3                   0        0.00
GodzillaメF                      0        0.00
tyu13                           0        0.00
Akn666                          0        0.00
POHUJ                           0        0.00
IceQueen61                      0        0.00
Nathillia F3                    0        0.00
miracleFARM                     0        0.00
OWメByroo                        0        0.00
Nathillia F1                    0        0.00
Miracle911                      0        0.00
jelmaan                         0        0.00
Anyastore 3901                  0        0.00
OG Rick Dragger                 0        0.00
Farm Mã Ý 2                     0        0.00
OSメMARSEL                       0        0.00
Nathillia F2                    0        0.00
阴阳 Tiago                        0        0.00
Nathillia F4                    0        0.00
Governatore208841342            0        0.00
VadimFarm                       0        0.00
Andreev F3                      0        0.00
Landkreuzer                     0        0.00
Nathillia F5                    0        0.00
阴阳MUHAMMAD2                     0        0.00
bot VN                          0        0.00
Acme đâyy                       0        0.00
Łiš F3                          0        0.00
Kiziroglumsttf                  0        0.00
ʷˢManmon                        0        0.00
Jack Sparrow F                  0        0.00
ˢᵈcincauu                       0        0.00
ChefFarmm                       0        0.00
阴阳 Ostin08                      0        0.00
ᵒᵛMakkyCro                      0        0.00
ˢᵈWr3x                          0        0.00
SarenF2                         0        0.00
SarenF3                         0        0.00
damsimos                        0        0.00
SarenF6                         0        0.00
SarenF4                         0        0.00
SarenF5                         0        0.00
ᴳᵂVerheroPH                     0        0.00
TINAPAY                         0        0.00
SarenF1                         0        0.00
Arconafarm1                     0        0.00
overload cummie                 0        0.00
Andreev F5                      0        0.00
WanderF5                        0        0.00
SarenF8                         0        0.00
Salam 035                       0        0.00
Andreev F4                      0        0.00
EisenhF5丨1                      0        0.00
Denis23F                        0        0.00
SarenF7                         0        0.00
Rameany00                       0        0.00
RetrieverFarm                   0        0.00
RetrieverFarmЗ                  0        0.00
nuna127                         0        0.00
阴阳 NISRA                        0        0.00
RiP F 不屈01                      0        0.00
不屈 janyF3                       0        0.00
NOFEAR45                        0        0.00
RetrieverFarm1                  0        0.00
ᴿᴺCorrCarr                      0        0.00
ッKøłoVɾɑʈッ                      0        0.00
templariun                      0        0.00
Мином f                         0        0.00
不屈 janyF2                       0        0.00
Msalkuwari                      0        0.00
RTYUEH SPb                      0        0.00
ᴱᴾAsan  f1                      0        0.00
F3 Toji                         0        0.00
FarHearth                       0        0.00
cai lin75                       0        0.00
ʲʲŒOBLIVIN                      0        0.00
Tourist198585                   0        0.00
parmelim                        0        0.00
Hakunamatafa                    0        0.00
01ruha                          0        0.00
CayoIzanPelayo                  0        0.00
Łiš F4                          0        0.00
Regent F1                       0        0.00
ᴱᴾAsan   f2                     0        0.00
ČikaBurza                       0        0.00
ᵒᵛAsered                        0        0.00
3eazmcmdfe8                     0        0.00
StormyFerma 2                   0        0.00
Spark帝2                         0        0.00
Bluewaffles                     0        0.00
BananaBoy22                     0        0.00
メSophia F2                      0        0.00
ejtudirst                       0        0.00
Snickle Fritz                   0        0.00
Thợ Fam F6                      0        0.00
CasF                            0        0.00
ˢᵈ Naxell                       0        0.00
real zeer                       0        0.00
Pedigrist                       0        0.00
ᴼᴰ gufgiift                     0        0.00
maspion                         0        0.00
Thợ Fam farm                    0        0.00
ᴱᴾAsan   f3                     0        0.00
rinnai                          0        0.00
MÖ ÄLÏ F                        0        0.00
阴阳 MoqoyF1                      0        0.00
Thợ Fam F1                      0        0.00
HaggardF2                       0        0.00
BaByQueenF3                     0        0.00
ɢxAnarhist                      0        0.00
Andreev F1                      0        0.00
ˢᵈBaByQueenF                    0        0.00
Smokc 6601 farm                 0        0.00
HaggardF1                       0        0.00
ˢᵃkaos                          0        0.00
fаrmsеrdцe                      0        0.00
Commo                           0        0.00
EAntip                          0        0.00
阴阳 MoqoyF2                      0        0.00
RetrieverFarm2                  0        0.00
Acme đâyyy                      0        0.00
Matamoros777                    0        0.00
Thợ Fam F2                      0        0.00
Smokc 6602 farm                 0        0.00
FRANCE 01                       0        0.00
Phoenix Malum                   0        0.00
ᴷᴿ Зая                          0        0.00
gosha boss                      0        0.00
ChefFar                         0        0.00
Regent F2                       0        0.00
Spark帝7                         0        0.00
farmСерdце                      0        0.00
fYarilo                         0        0.00
Mr Long K1                      0        0.00
Nfaqoth                         0        0.00
ᵀᴾ 忲笙                           0        0.00
Spark帝10                        0        0.00
Ferdinand I I I                 0        0.00
Smokc 6603 farm                 0        0.00
Spark帝6                         0        0.00
C Duc farm                      0        0.00
Leonid 86                       0        0.00
203319700                       0        0.00
Thợ Fam F3                      0        0.00
Thợ Fam F5                      0        0.00
Thợ Fam F4                      0        0.00
Andreev F2                      0        0.00
F7 Toji                         0        0.00
Ху 23см                         0        0.00
ông kẹ fram                     0        0.00
TÜRKİYE 05                      0        0.00
ˢᵈAnorexia                      0        0.00
GmnWonF不屈01                     0        0.00
F6 Toji                         0        0.00
Centyi                          0        0.00
PlayerSoLo                      0        0.00
MrDennyy                        0        0.00
EisenhF1丨1                      0        0.00
Smokc 6604 farm                 0        0.00
阴阳 SwiftK                       0        0.00
ᵂᵂ ANTIKfrm                     0        0.00
Ragnarök2                       0        0.00
阴阳 MoqoyF3                      0        0.00
BURNING FARM 12                 0        0.00
ᴮᴷ Z E E                        0        0.00
BURNING FARM 1                  0        0.00
farmserdцe                      0        0.00
Vog001                          0        0.00
farmserdце                      0        0.00
EisenhF1丨2                      0        0.00
calibrox                        0        0.00
VOLK90                          0        0.00
Caillin F2                      0        0.00
Aynokodji912                    0        0.00
no minamoto288                  0        0.00
Acme đây                        0        0.00
Spark帝11                        0        0.00
АVメsositedima                   0        0.00
Gigachh                         0        0.00
Kartoshka Farm                  0        0.00
EisenhF2丨2                      0        0.00
Nfaqoth 07                      0        0.00
RefallyF                        0        0.00
Thợ Fam F15                     0        0.00
jhonn0303                       0        0.00
Spark帝8                         0        0.00
Lapu 01                         0        0.00
白爵                              0        0.00
hihi0303                        0        0.00
DaviesF                         0        0.00
cailin75                        0        0.00
Spark帝5                         0        0.00
EisenhF3丨2                      0        0.00
nan9sir                         0        0.00
Cai liin79                      0        0.00
Hamzawy87nd                     0        0.00
Cailin F1                       0        0.00
Thợ Fam F11                     0        0.00
Yz 02                           0        0.00
ˢᵈHaegar                        0        0.00
Thợ Fam F14                     0        0.00
Cá thờn bơn                     0        0.00
Nox farm I                      0        0.00
Echo farm1                      0        0.00
Thợ Fam F13                     0        0.00
BURNING FARM 15                 0        0.00
Thợ Fam F16                     0        0.00
F4 Toji                         0        0.00
Law Farm II                     0        0.00
F5 Toji                         0        0.00
uhuyy0303                       0        0.00
Asya不屈01frm                     0        0.00
Gırgır F                        0        0.00
LỡTayBópVú                      0        0.00
DarkLlord2                      0        0.00
Cailin79                        0        0.00
pacir1                          0        0.00
Sultan khizar                   0        0.00
ElCarifarm2                     0        0.00
АVメ SebasFmain                  0        0.00
Para2                           0        0.00
Xun er79                        0        0.00
Asya不屈01FRM                     0        0.00
Hun Li                          0        0.00
Gu xuner                        0        0.00
Hun Ya                          0        0.00
Yao Zhunzhe                     0        0.00
ᴱᴾAsan  f4                      0        0.00
EisenhF4丨1                      0        0.00
Cailin food                     0        0.00
ZEE farm2                       0        0.00
RefallyF2                       0        0.00
Yun Shan                        0        0.00
Feng Zhunzhe                    0        0.00
RetrieverFarm5                  0        0.00
EisenhF3丨1                      0        0.00
Spark帝3                         0        0.00
Zhukun                          0        0.00
EisenhF2丨1                      0        0.00
Syndicatess                     0        0.00
Nfaqoth 08                      0        0.00
BURNING FARM 03                 0        0.00
acir1                           0        0.00
Revenor F2                      0        0.00
Farm Vestos                     0        0.00
RetrieverFarm6                  0        0.00
Rado Farm 1                     0        0.00
Law Farm I                      0        0.00
Yuuki Farm II                   0        0.00
Heroes912                       0        0.00
阴阳 MoqoyF5                      0        0.00
DMG7                            0        0.00
Cailin wood                     0        0.00
cailin gold                     0        0.00
Reggefarm2                      0        0.00
cailin stone                    0        0.00
sokabssss                       0        0.00
Magistry                        0        0.00
badjingan01                     0        0.00
VOSHEVNKRIFARM3                 0        0.00
EisenhF3丨3                      0        0.00
VOSHEVNKRIFARM4                 0        0.00
bodrekstar02                    0        0.00
Мином ф                         0        0.00
Мином фf                        0        0.00
Regent F5                       0        0.00
Yuuki Farm                      0        0.00
Spark帝9                         0        0.00
Law Farm III                    0        0.00
bodrekstar01                    0        0.00
DarkLlord5                      0        0.00
pacir2                          0        0.00
RetrieverFarm7                  0        0.00
FRANK SD                        0        0.00
YariloF                         0        0.00
KACTAfarm                       0        0.00
lie frm                         0        0.00
lie farm                        0        0.00
Kᴜᴛᴀɴn06                        0        0.00
EmreOptikFrm                    0        0.00
Nfaqoth 04                      0        0.00
Sapphire Farm 3                 0        0.00
壓堡嗎                             0        0.00
ArcoYT                          0        0.00
DarkLlord6                      0        0.00
Thợ Fam F12                     0        0.00
GmnWonf不屈01                     0        0.00
HaggardF4                       0        0.00
Orhanfarm1                      0        0.00
Governor224300700               0        0.00
Kasia2415                       0        0.00
Ragnar  Dark                    0        0.00
Filimon Farm                    0        0.00
HaggardF3                       0        0.00
Regent F4                       0        0.00
Regent F3                       0        0.00
Cailin F2                       0        0.00
Nox farm II                     0        0.00
utooooooooooooo                 0        0.00
tlembuk2                        0        0.00
RequieM farm5                   0        0.00
Rado Farm 4                     0        0.00
Nfaqoth 05                      0        0.00
Aquadevida                      0        0.00
Nfaqoth 06                      0        0.00
bidinsukasusu                   0        0.00
Rado Farm 5                     0        0.00
cakeeel                         0        0.00
ilowa                           0        0.00
Rado Farm 2                     0        0.00
адаэм                           0        0.00
Farm Killer1                    0        0.00
tràchanh1                       0        0.00
Nfaqoth 11                      0        0.00
Rado Farm 6                     0        0.00
Nfaqoth 19                      0        0.00
Alvin 2A49                      0        0.00
bumblebeef3                     0        0.00
AndreevF6                       0        0.00
阴阳  pro                         0        0.00
Reggefarm10                     0        0.00
HarleyQwine                     0        0.00
RequieM Farm6                   0        0.00
AndreevF7                       0        0.00
no minamoto123                  0        0.00
Nfaqoth 09                      0        0.00
ｱのん                             0        0.00
Rado Farm 9                     0        0.00
Rado Farm 8                     0        0.00
Rado Farm 7                     0        0.00
cudidi                          0        0.00
Tobi27383                       0        0.00
阴阳 Mars                         0        0.00
Rado Farm 19                    0        0.00
TUMBAL                          0        0.00
Nfaqoth 20                      0        0.00
Hulagu3                         0        0.00
reggefarm1                      0        0.00
Nox farm III                    0        0.00
ØS gytnarkoz                    0        0.00
RagnaRRRRR                      0        0.00
Reggefarm9                      0        0.00
Dédé3377                        0        0.00
Reggefarm15                     0        0.00
Nfaqoth 12                      0        0.00
wwR3Dww                         0        0.00
ᴱᴾAsan f5                       0        0.00
yazidsukasusu                   0        0.00
Shadow of Rome                  0        0.00
FREZO FARM                      0        0.00
ᴵᴰᴺｱのんOne                       0        0.00
Fucksake                        0        0.00
Centurii                        0        0.00
長者lII Farm4                     0        0.00
Nfaqoth 10                      0        0.00
Großvater                       0        0.00
Governor223646559               0        0.00
mimok ganteng                   0        0.00
Nfaqoth 03                      0        0.00
Reggefarm17                     0        0.00
阴阳 Doom                         0        0.00
Rado Farm 3                     0        0.00
EisenhornF0                     0        0.00
lol2050                         0        0.00
aab racing                      0        0.00
York Farm                       0        0.00
Governor143965184               0        0.00
ᵖᵘ NXH88                        0        0.00
ˢᵈ Hayreddin                    0        0.00
Evans Frey                      0        0.00
Reggefarm4                      0        0.00
Reggefarm7                      0        0.00
Reggefarm14                     0        0.00
Harry Janu                      0        0.00
ᵛⁿƝoъɪF1                        0        0.00
aab oi oi jr                    0        0.00
Reggefarm5                      0        0.00
Reggefarm16                     0        0.00
Huusholli                       0        0.00
Łiš F1                          0        0.00
VIZYON jr                       0        0.00
Far6Řș                          0        0.00
Hanfred                         0        0.00
R3ggefarm12                     0        0.00
ITACHI 12 及                     0        0.00
StormyFerma                     0        0.00
ITACHI 11                       0        0.00
CODETT                          0        0.00
ota メ f                         0        0.00
kamel king II                   0        0.00
Reggefarm13                     0        0.00
Reggefarm3                      0        0.00
Nfaqoth 13                      0        0.00
Nfaqoth 14                      0        0.00
susuwedos                       0        0.00
vetel 2                         0        0.00
lilenquix                       0        0.00
sawi                            0        0.00
ferrel                          0        0.00
VoshevFarm5                     0        0.00
Piaa cans                       0        0.00
Mashuk Top2                     0        0.00
kayi tribe Turk                 0        0.00
Łiš F2                          0        0.00
Reggefarm6                      0        0.00
haha0303                        0        0.00
RT GANG 5                       0        0.00
DPRD RI                         0        0.00
Storm97                         0        0.00
Reggefarm18                     0        0.00
ngọc tuyền5                     0        0.00
genjos                          0        0.00
SpartaCus Farm2                 0        0.00
BaByQueenF2                     0        0.00
ᴳᵛ WarrF                        0        0.00
ZEE farm3                       0        0.00
Nfaqoth 15                      0        0.00
qodri                           0        0.00
ПеК                             0        0.00
Far5Řș                          0        0.00
Haidy                           0        0.00
Nfaqoth 16                      0        0.00
CAKIR R FARM                    0        0.00
CODET F10                       0        0.00
im momy cha                     0        0.00
Eier burg                       0        0.00
EisenhF6丨1                      0        0.00
KingHas                         0        0.00
anggur mera 2                   0        0.00
HAVALI FARM1                    0        0.00
Chú Phú                         0        0.00
Bunda Gracee 13                 0        0.00
Anonimous地                      0        0.00
CODET F9                        0        0.00
HuSSeiN                         0        0.00
John de Courcy                  0        0.00
BaBy QueenF4                    0        0.00
0001KHonKSoLo                   0        0.00
bodrex 07                       0        0.00
HaggardF5                       0        0.00
lolliPoRR                       0        0.00
HaggardF6                       0        0.00
bodrex 08                       0        0.00
Bunda Gracee 14                 0        0.00
vetel                           0        0.00
Nfaqoth 18                      0        0.00
FarmRDT                         0        0.00
Nfaqoth 17                      0        0.00
ˢᵈ Angel                        0        0.00
Anggur merah                    0        0.00
执政官212371319                    0        0.00
Puckiman                        0        0.00
ZEE farm4                       0        0.00
ryouone                         0        0.00
Aracheurdetana                  0        0.00
mamahmuda                       0        0.00
bodrex 05                       0        0.00
阴阳LiveF1                        0        0.00
VoshevFarm6                     0        0.00
SulihhHh                        0        0.00
Gloomertt                       0        0.00
M4ttCLVR                        0        0.00
Faraon912                       0        0.00
执政官212370817                    0        0.00
bodrex 06                       0        0.00
SulissS                         0        0.00
xiaoxings                       0        0.00
azaaam                          0        0.00
F BauLuR0                       0        0.00
D ONE 01                        0        0.00
父 Macul lima                    0        0.00
VOSHEVFARM7                     0        0.00
otaFERM2                        0        0.00
raden pitak                     0        0.00
Regent F7                       0        0.00
ʳˢˢBankFarm                     0        0.00
Regent F6                       0        0.00
WanderF3                        0        0.00
PalnBom                         0        0.00
Kang regge                      0        0.00
kang regge                      0        0.00
MasDrck                         0        0.00
GLOMERT                         0        0.00
父 Macul genep                   0        0.00
Farm3000                        0        0.00
D ONE 02                        0        0.00
brandon VN                      0        0.00
ki shinting VN                  0        0.00
shmafikFF                       0        0.00
rixi                            0        0.00
Sbgxx                           0        0.00
Chairunnisa1                    0        0.00
义TC EFE义06                      0        0.00
WanderF2                        0        0.00
WanderF1                        0        0.00
AidenTa                         0        0.00
MeckMan                         0        0.00
MíngJun23                       0        0.00
Bong bong                       0        0.00
ᴿᵃJarene                        0        0.00
ˢᵈcessljf2                      0        0.00
الحاكم208841277                 0        0.00
ᴿᵃJlenk                         0        0.00
ˢᵈcessljf3                      0        0.00
Awanstify                       0        0.00
Rado Farm 13                    0        0.00
Правитель224119602              0        0.00
Правитель227708948              0        0.00
Governor221763132               0        0.00
SebasF2                         0        0.00
АVメYusufarm                     0        0.00
CELENG 字                        0        0.00
Ninja Turtle 2                  0        0.00
Ninja Turtle 3                  0        0.00
HarleyQwineS                    0        0.00
Governor221480910               0        0.00
Ninja Turtle 1                  0        0.00
ᴿᵃEly                           0        0.00
Beng benG                       0        0.00
Ninja Turtle 8                  0        0.00
YariloF2                        0        0.00
mafioso br                      0        0.00
chairunnisa22                   0        0.00
Governor221494751               0        0.00
BABI 字                          0        0.00
Governor222565931               0        0.00
TR01MELİSA                      0        0.00
133                             0        0.00
Alex13R                         0        0.00
Vali208814809                   0        0.00
ChoáyFam                        0        0.00
ᴿᵃEright                        0        0.00
Governor222566227               0        0.00
Rado Farm 10                    0        0.00
Kin592                          0        0.00
Earl Kutaisov                   0        0.00
EDİFarmm                        0        0.00
dermFoggyF                      0        0.00
Rado Farm 14                    0        0.00
Revenor F4                      0        0.00
阴阳 Frenfm                       0        0.00
Снег1                           0        0.00
ANDRONİKOS                      0        0.00
Anass57                         0        0.00
ElreyDONPOLLO                   0        0.00
SebasF4                         0        0.00
fаrmserdце                      0        0.00
sam pitak                       0        0.00
SebasF3                         0        0.00
Rado Farm 16                    0        0.00
УрфинДж5                        0        0.00
Antikfrm1                       0        0.00
pcx grey                        0        0.00
EisenhF5丨2                      0        0.00
Rado Farm 18                    0        0.00
ᴹᴿNoNameP11                     0        0.00
Rado Farm 15                    0        0.00
ᴹᴿNoNameP13                     0        0.00
ʟᴜᴄɪᴅ F                         0        0.00
Gubernur202608990               0        0.00
Rado Farm 17                    0        0.00
Uma1kken                        0        0.00
Rado Farm 12                    0        0.00
PACAR TOVEK                     0        0.00
Rado Farm 11                    0        0.00
MLodyninja74                    0        0.00
eeeo                            0        0.00
义TC EFE义15                      0        0.00
Augus7us                        0        0.00
Cottonball                      0        0.00
Lippo41                         0        0.00
ᴿˢ POYRAZ Z                     0        0.00
OsmanRss1                       0        0.00
lovzrei                         0        0.00
Von RT                          0        0.00
Farm11ewq                       0        0.00
Мерген                          0        0.00
Farm3002                        0        0.00
义TC EFE义08                      0        0.00
Farm3003                        0        0.00
F BauLuR                        0        0.00
Nox IV                          0        0.00
SG19KLO                         0        0.00
Hotaog                          0        0.00
БЕКА                            0        0.00
BauLurStone                     0        0.00
Trabiscotte78                   0        0.00
Правитель210113975              0        0.00
さくら18歳                          0        0.00
RequieM pump2                   0        0.00
RequieM pump4                   0        0.00
RequieM pump3                   0        0.00
阴阳 Otto                         0        0.00
RequieM pump1                   0        0.00
阴阳 Frenfarm                     0        0.00
kalamartuş                      0        0.00
阴阳Drakula                       0        0.00
farmSerdце                      0        0.00
SelhddinEyubiF4                 0        0.00
Governor208821869               0        0.00
Es3                             0        0.00
Fernᶠᵃ                          0        0.00
swadoww lase                    0        0.00
Roman Emperior                  0        0.00
Bekarys 29170                   0        0.00
apaless                         0        0.00
المثابر123                      0        0.00
Frenᶠʳᵐ                         0        0.00
Soparlica                       0        0.00
Czechtion                       0        0.00
义TC EFE义09                      0        0.00
BX09                            0        0.00
RIP F1 不屈01                     0        0.00
Nicat06                         0        0.00
SANKA                           0        0.00
Gouverneur208842130             0        0.00
Gobernador151635854             0        0.00
Shadow255                       0        0.00
dain87                          0        0.00
Isazhanovaa                     0        0.00
